movieId,title,Genre_Thriller,Genre_Sci-Fi,Genre_Mystery,Genre_Documentary,Genre_Western,Genre_Comedy,Genre_Adventure,Genre_Film-Noir,Genre_Action,Genre_Horror,Genre_Fantasy,Genre_Drama,Genre_Musical,Genre_Crime,Genre_War,Genre_Romance,Genre_Animation,Genre_Children's,year,rating,audience,runtime,imdbId,cleaned_mov_id
21,Get Shorty (1995),True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1995.0,6.9,'R',105.0,113161.0,3395.0
22,Copycat (1995),True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1995.0,6.6,'R',123.0,112722.0,1974.0
23,Assassins (1995),True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1995.0,6.3,'R',133.0,112401.0,630.0
24,Powder (1995),False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.6,'PG-13',111.0,114168.0,6747.0
25,Leaving Las Vegas (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,7.5,'R',111.0,113627.0,4985.0
26,Othello (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.9,'R',123.0,114057.0,6370.0
27,Now and Then (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.8,'PG-13',100.0,114011.0,6206.0
28,Persuasion (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1997.0,7.6,'PG',107.0,114117.0,6573.0
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,1995.0,7.5,'R',112.0,112682.0,1804.0
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1995.0,7.1,'R',108.0,115012.0,7579.0
31,Dangerous Minds (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.5,'R',99.0,112792.0,2146.0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,8.0,'R',129.0,114746.0,8982.0
34,Babe (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.9,'G',91.0,112431.0,713.0
36,Dead Man Walking (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1995.0,7.5,'R',122.0,112818.0,2233.0
38,It Takes Two (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,5.9,'PG',101.0,113442.0,4468.0
39,Clueless (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1995.0,6.9,'PG-13',97.0,112697.0,1857.0
40,"Cry, the Beloved Country (1995)",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.8,'PG-13',106.0,112749.0,2074.0
41,Richard III (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1995.0,7.3,'R',110.0,114279.0,7125.0
42,Dead Presidents (1995),False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,1995.0,6.9,'R',119.0,112819.0,2240.0
43,Restoration (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.6,'R',117.0,114272.0,7087.0
44,Mortal Kombat (1995),False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1995.0,5.8,'PG-13',101.0,113855.0,5802.0
45,To Die For (1995),True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.8,'R',106.0,114681.0,8786.0
46,How to Make an American Quilt (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,6.3,'PG-13',117.0,113347.0,4100.0
47,Seven (a.k.a. Se7en) (1995),True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,8.6,'R',127.0,114369.0,7523.0
48,Pocahontas (1995),False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,1995.0,6.7,'G',81.0,114148.0,6686.0
49,When Night Is Falling (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,6.6,'Unrated',94.0,114916.0,9382.0
50,"Usual Suspects, The (1995)",True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1995.0,8.5,'R',106.0,114814.0,9119.0
52,Mighty Aphrodite (1995),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,7.0,'R',95.0,113819.0,5645.0
53,Lamerica (1994),False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1994.0,7.5,'Unrated',116.0,110299.0,4890.0
54,"Big Green, The (1995)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,5.5,'PG',100.0,112499.0,1044.0
55,Georgia (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.5,'R',115.0,113158.0,3378.0
57,Home for the Holidays (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.6,'PG-13',103.0,113321.0,4000.0
58,"Postman, The (Postino, Il) (1994)",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1994.0,7.8,'PG',108.0,110877.0,6745.0
60,"Indian in the Cupboard, The (1995)",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1995.0,6.0,'PG',96.0,113419.0,4342.0
61,Eye for an Eye (1996),True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1996.0,6.1,'R',101.0,116260.0,2869.0
62,Mr. Holland's Opus (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,7.3,'PG',143.0,113862.0,5843.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1996.0,6.6,'R',89.0,116126.0,2480.0
64,Two if by Sea (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1996.0,5.2,'R',96.0,118002.0,9015.0
65,Bio-Dome (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1996.0,4.3,'PG-13',88.0,115683.0,1087.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1996.0,2.5,'PG-13',93.0,116839.0,4970.0
68,French Twist (Gazon maudit) (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1995.0,6.4,'R',104.0,113149.0,3218.0
69,Friday (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,7.3,'R',91.0,113118.0,3226.0
70,From Dusk Till Dawn (1996),True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,1996.0,7.2,'R',108.0,116367.0,3252.0
71,Fair Game (1995),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1995.0,4.3,'R',91.0,113010.0,2896.0
72,Kicking and Screaming (1995),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.7,'R',96.0,113537.0,4723.0
73,"Misérables, Les (1995)",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1995.0,7.5,'R',175.0,113828.0,5722.0
74,Bed of Roses (1996),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1996.0,6.1,'PG',87.0,115644.0,914.0
75,Big Bully (1996),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1996.0,4.7,'PG',90.0,115676.0,1031.0
76,Screamers (1995),True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1995.0,6.3,'R',108.0,114367.0,7450.0
77,Nico Icon (1995),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,7.2,'Unrated',67.0,113973.0,6085.0
78,"Crossing Guard, The (1995)",True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,1995.0,6.3,'R',111.0,112744.0,2055.0
79,"Juror, The (1996)",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1996.0,5.7,'R',118.0,116731.0,4666.0
80,"White Balloon, The (Badkonake sefid) (1995)",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,7.7,'Unrated',85.0,112445.0,9412.0
81,Things to Do in Denver When You're Dead (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,1995.0,6.8,'R',115.0,114660.0,8672.0
82,Antonia's Line (Antonia) (1995),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,7.4,'R',102.0,112379.0,550.0
83,Once Upon a Time... When We Were Colored (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,7.4,'PG',115.0,114039.0,6303.0
85,Angels and Insects (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,6.8,'R',116.0,112365.0,500.0
86,White Squall (1996),False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,1996.0,6.6,'PG-13',129.0,118158.0,9428.0
87,Dunston Checks In (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1996.0,5.3,'PG',88.0,116151.0,2628.0
88,Black Sheep (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1996.0,6.2,'PG-13',87.0,115697.0,1129.0
89,Nick of Time (1995),True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1995.0,6.3,'R',90.0,113972.0,6084.0
92,Mary Reilly (1996),True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1996.0,5.8,'R',108.0,117002.0,5482.0
93,Vampire in Brooklyn (1995),False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1995.0,4.6,'R',100.0,114825.0,9139.0
94,Beautiful Girls (1996),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1996.0,7.1,'R',112.0,115639.0,898.0
95,Broken Arrow (1996),True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1996.0,6.1,'R',108.0,115759.0,1403.0
96,In the Bleak Midwinter (1995),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,7.2,'R',99.0,113403.0,4302.0
97,"Hate (Haine, La) (1995)",False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1995.0,8.1,'Unrated',98.0,113247.0,3805.0
99,Heidi Fleiss: Hollywood Madam (1995),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,6.6,'Unrated',106.0,113283.0,3861.0
100,City Hall (1996),True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1996.0,6.2,'R',111.0,115907.0,1793.0
101,Bottle Rocket (1996),False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,1996.0,6.9,'R',91.0,115734.0,1284.0
102,Mr. Wrong (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1996.0,3.8,'PG-13',96.0,117102.0,5859.0
103,Unforgettable (1996),True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1996.0,6.0,'R',117.0,118040.0,9073.0
104,Happy Gilmore (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1996.0,7.0,'PG-13',92.0,116483.0,3754.0
105,"Bridges of Madison County, The (1995)",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,7.6,'PG-13',135.0,112579.0,1375.0
106,Nobody Loves Me (Keiner liebt mich) (1994),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1994.0,7.1,'Unrated',104.0,110251.0,6159.0
107,Muppet Treasure Island (1996),False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,1996.0,6.9,'G',99.0,117110.0,5890.0
108,Catwalk (1996),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,7.0,'Unrated',95.0,112646.0,1633.0
110,Braveheart (1995),False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,1995.0,8.4,'R',178.0,112573.0,1337.0
111,Taxi Driver (1976),True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1976.0,8.3,'R',114.0,75314.0,8328.0
112,Rumble in the Bronx (Hont faan kui) (1995),False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,1995.0,6.7,'R',87.0,113326.0,7287.0
113,Before and After (1996),False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1996.0,6.1,'PG-13',108.0,115645.0,931.0
116,Anne Frank Remembered (1995),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,8.1,'PG',117.0,112373.0,526.0
117,"Young Poisoner's Handbook, The (1995)",False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1995.0,7.0,'R',99.0,115033.0,9660.0
118,If Lucy Fell (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1996.0,4.9,'R',92.0,116606.0,4253.0
119,"Steal Big, Steal Little (1995)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,4.7,'PG-13',135.0,114536.0,8030.0
121,"Boys of St. Vincent, The (1992)",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1992.0,7.6,'TV-14',93.0,106473.0,1318.0
122,Boomerang (1992),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1992.0,5.6,'R',117.0,103859.0,1267.0
123,Chungking Express (Chung Hing sam lam) (1994),False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1994.0,8.0,'PG-13',102.0,109424.0,1771.0
125,Flirting With Disaster (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1996.0,6.7,'R',92.0,116324.0,3102.0
126,"NeverEnding Story III, The (1994)",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1994.0,3.1,'G',95.0,110647.0,6056.0
128,Jupiter's Wife (1994),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,7.1,'Unrated',87.0,110217.0,4661.0
129,Pie in the Sky (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1995.0,5.8,'R',95.0,114131.0,6618.0
132,Jade (1995),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,5.3,'R',95.0,113451.0,4511.0
135,Down Periscope (1996),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1996.0,6.1,'PG-13',92.0,116130.0,2511.0
137,Man of the Year (1995),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,5.9,'Unrated',86.0,113756.0,5412.0
140,Up Close and Personal (1996),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1996.0,6.1,'PG-13',124.0,118055.0,9107.0
141,"Birdcage, The (1996)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1996.0,7.2,'R',117.0,115685.0,1091.0
144,"Brothers McMullen, The (1995)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,6.6,'R',98.0,112585.0,1425.0
145,Bad Boys (1995),True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,1995.0,6.8,'R',119.0,112442.0,753.0
146,"Amazing Panda Adventure, The (1995)",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1995.0,5.7,'PG',84.0,112342.0,396.0
147,"Basketball Diaries, The (1995)",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,7.3,'R',102.0,112461.0,830.0
148,"Awfully Big Adventure, An (1995)",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,5.9,'R',112.0,112427.0,701.0
149,Amateur (1994),True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1994.0,6.8,'R',105.0,109093.0,393.0
150,Apollo 13 (1995),False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1995.0,7.7,'PG',140.0,112384.0,565.0
151,Rob Roy (1995),False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,1995.0,6.9,'R',139.0,114287.0,7180.0
152,"Addiction, The (1995)",False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1995.0,6.4,'Unrated',82.0,112288.0,226.0
153,Batman Forever (1995),False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,1995.0,5.4,'PG-13',121.0,112462.0,839.0
154,Beauty of the Day (Belle de jour) (1967),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1967.0,7.7,'R',100.0,61395.0,908.0
155,Beyond Rangoon (1995),False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1995.0,6.6,'R',100.0,112495.0,1014.0
156,Blue in the Face (1995),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.6,'R',83.0,112541.0,1224.0
157,Canadian Bacon (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1995.0,5.9,'PG',91.0,109370.0,1535.0
158,Casper (1995),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1995.0,6.1,'PG',100.0,112642.0,1602.0
159,Clockers (1995),False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1995.0,6.9,'R',128.0,112688.0,1835.0
160,Congo (1995),False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1995.0,5.2,'PG-13',109.0,112715.0,1940.0
161,Crimson Tide (1995),True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1995.0,7.3,'R',116.0,112740.0,2043.0
162,Crumb (1994),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994.0,8.0,'R',119.0,109508.0,2070.0
163,Desperado (1995),False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1995.0,7.2,'R',104.0,112851.0,2348.0
164,Devil in a Blue Dress (1995),True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1995.0,6.7,'R',102.0,112857.0,2369.0
165,Die Hard: With a Vengeance (1995),True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1995.0,7.6,'R',128.0,112864.0,2396.0
166,"Doom Generation, The (1995)",False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1995.0,6.0,'R',83.0,112887.0,2490.0
168,First Knight (1995),False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1995.0,6.0,'PG-13',134.0,113071.0,3054.0
169,Free Willy 2: The Adventure Home (1995),False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1995.0,5.0,'PG',95.0,113114.0,3207.0
170,Hackers (1995),True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1995.0,6.2,'PG-13',105.0,113243.0,3696.0
171,Jeffrey (1995),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.8,'R',92.0,113464.0,4545.0
172,Johnny Mnemonic (1995),True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1995.0,5.6,'R',96.0,113481.0,4606.0
173,Judge Dredd (1995),False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1995.0,5.5,'R',96.0,113492.0,4634.0
174,Jury Duty (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,4.2,'PG-13',88.0,113500.0,4667.0
175,Kids (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,7.0,'NC-17',91.0,113540.0,4731.0
176,Living in Oblivion (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,7.5,'R',90.0,113677.0,5153.0
177,Lord of Illusions (1995),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1995.0,6.0,'R',109.0,113690.0,5199.0
178,Love & Human Remains (1993),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1993.0,6.7,'R',100.0,107447.0,5240.0
179,Mad Love (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,5.3,'PG-13',93.0,113729.0,5323.0
180,Mallrats (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1995.0,7.1,'R',94.0,113749.0,5373.0
181,Mighty Morphin Power Rangers: The Movie (1995),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1995.0,5.2,'PG',95.0,113820.0,5650.0
183,Mute Witness (1994),True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1995.0,6.7,'R',95.0,110604.0,5916.0
184,Nadja (1994),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1994.0,6.0,'R',93.0,110620.0,5993.0
185,"Net, The (1995)",True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1995.0,5.9,'PG-13',114.0,113957.0,6046.0
186,Nine Months (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1995.0,5.5,'PG-13',103.0,113986.0,6129.0
187,Party Girl (1995),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,6.5,'R',94.0,114095.0,6486.0
188,"Prophecy, The (1995)",False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1995.0,6.4,'R',98.0,114194.0,6848.0
189,Reckless (1995),False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1995.0,5.1,'PG-13',91.0,114241.0,7005.0
190,Safe (1995),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,7.1,'R',119.0,114323.0,7332.0
191,"Scarlet Letter, The (1995)",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,5.3,'R',135.0,114345.0,7411.0
193,Showgirls (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,4.9,'NC-17',128.0,114436.0,7651.0
194,Smoke (1995),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,7.4,'R',112.0,114478.0,7778.0
195,Something to Talk About (1995),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,5.7,'R',106.0,114496.0,7839.0
196,Species (1995),False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1995.0,5.8,'R',108.0,114508.0,7907.0
198,Strange Days (1995),True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,1995.0,7.2,'R',145.0,114558.0,8092.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,1964.0,7.8,'Unrated',91.0,58450.0,9035.0
201,Three Wishes (1995),False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1995.0,6.1,'PG',115.0,114663.0,8730.0
202,Total Eclipse (1995),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1995.0,6.5,'R',111.0,114702.0,8849.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,6.6,'PG-13',109.0,114682.0,8798.0
204,Under Siege 2: Dark Territory (1995),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1995.0,5.5,'R',100.0,114781.0,9046.0
205,Unstrung Heroes (1995),False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1995.0,6.7,'PG',93.0,114798.0,9097.0
206,Unzipped (1995),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995.0,6.4,'R',73.0,114805.0,9105.0
